,Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,Bytes,Bytes Sent,Bytes Received,Packets,Start Time,Elapsed Time (sec),Category,Unnamed: 38,Sequence Number,Action Flags,Source Country,Destination Country,Unnamed: 43,Packets Sent,Packets Received,Session End Reason,DG Hierarchy Level 1,DG Hierarchy Level 2,DG Hierarchy Level 3,DG Hierarchy Level 4,Virtual System Name,Device Name,Action Source,Source VM UUID,Destination VM UUID,Tunnel ID/IMSI,Monitor Tag/IMEI,Parent Session ID,Parent Session Start Time,Tunnel,SCTP Association ID,SCTP Chunks,SCTP Chunks Sent,SCTP Chunks Received,UUID for rule,HTTP/2 Connection,link_change_count,policy_id,link_switches,sdwan_cluster,sdwan_device_type,sdwan_cluster_type,sdwan_site,dynusergroup_name,XFF address,Source Device Category,Source Device Profile,Source Device Model,Source Device Vendor,Source Device OS Family,Source Device OS Version,Source Hostname,Source Mac Address,Destination Device Category,Destination Device Profile,Destination Device Model,Destination Device Vendor,Destination Device OS Family,Destination Device OS Version,Destination Hostname,Destination Mac Address,Container ID,POD Namespace,POD Name,Source External Dynamic List,Destination External Dynamic List,Host ID,Serial Number,Source Dynamic Address Group,Destination Dynamic Address Group,session_owner,High Res Timestamp,nssai_sst,nssai_sd,Subcategory of app,Category of app,Technology of app,Risk of app,Characteristic of app,Container of app,Tunneled app,SaaS of app,Sanctioned State of app,offloaded
3540,1,2025/03/03 15:47:32,21201168048,TRAFFIC,end,2562,2025/03/03 15:47:32,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:47:32,1890,1,50804,80,0,0,0x1b,tcp,allow,1549,669,880,13,2025/03/03 15:46:47,30,any,,7477495945886699366,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,6,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:47:32.336+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
4741,1,2025/03/03 15:46:02,21201168048,TRAFFIC,end,2562,2025/03/03 15:46:02,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:46:02,1309,1,49620,80,0,0,0x1b,tcp,allow,1681,735,946,15,2025/03/03 15:45:17,30,any,,7477495945886698165,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,7,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:46:02.252+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1883,1,2025/03/03 15:49:33,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:33,192.168.11.36,192.168.10.13,,,untrunt to trust,,,incomplete,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:33,3340,1,43414,80,0,0,0x19,tcp,allow,592,592,0,8,2025/03/03 15:49:17,11,any,,7477495945886701023,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,0,aged-out,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:33.251+07:00,,,unknown,unknown,unknown,1,,,incomplete,no,no,0
2644,1,2025/03/03 15:49:14,21201168048,TRAFFIC,start,2562,2025/03/03 15:49:14,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:14,2478,1,35626,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:49:14,0,any,,7477495945886700262,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:14.690+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
4032,1,2025/03/03 15:47:02,21201168048,TRAFFIC,end,2562,2025/03/03 15:47:02,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:47:02,1468,1,51026,80,0,0,0x1b,tcp,allow,1970,892,1078,19,2025/03/03 15:45:17,90,any,,7477495945886698874,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,10,9,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:47:02.338+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6481,1,2025/03/03 15:43:19,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:19,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:19,320,1,49194,80,0,0,0x1c,tcp,allow,5889,3022,2867,74,2025/03/03 15:42:33,31,any,,7477495945886696425,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,38,36,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:19.380+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
3006,1,2025/03/03 15:48:11,21201168048,TRAFFIC,end,2562,2025/03/03 15:48:11,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:48:11,2147,1,42150,80,0,0,0x1c,tcp,allow,1599,712,887,14,2025/03/03 15:47:17,39,any,,7477495945886699900,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:48:11.254+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1618,1,2025/03/03 15:49:40,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:40,192.168.11.36,192.168.10.13,,,untrunt to trust,,,incomplete,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:40,3404,1,40194,80,0,0,0x19,tcp,allow,74,74,0,1,2025/03/03 15:49:35,0,any,,7477495945886701288,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,1,0,aged-out,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:40.250+07:00,,,unknown,unknown,unknown,1,,,incomplete,no,no,0
5590,1,2025/03/03 15:44:40,21201168048,TRAFFIC,end,2562,2025/03/03 15:44:40,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:44:40,759,1,51798,80,0,0,0x1b,tcp,allow,1977,899,1078,19,2025/03/03 15:43:55,30,any,,7477495945886697316,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,10,9,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:44:40.379+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1451,1,2025/03/03 15:49:41,21201168048,TRAFFIC,end,2562,2025/03/03 15:49:41,192.168.11.36,192.168.10.13,,,untrunt to trust,,,incomplete,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:41,3631,1,43132,80,0,0,0x19,tcp,allow,74,74,0,1,2025/03/03 15:49:36,0,any,,7477495945886701455,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,1,0,aged-out,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:41.377+07:00,,,unknown,unknown,unknown,1,,,incomplete,no,no,0
6188,1,2025/03/03 15:43:23,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:23,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:23,608,1,37200,80,0,0,0x1c,tcp,allow,1599,712,887,14,2025/03/03 15:43:07,1,any,,7477495945886696718,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:23.381+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
84,1,2025/03/03 15:51:55,21201168048,TRAFFIC,end,2562,2025/03/03 15:51:55,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:51:55,3927,1,43204,80,0,0,0x1c,tcp,allow,2630,1282,1348,26,2025/03/03 15:50:25,75,any,,7477495945886702822,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,13,13,tcp-fin,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:51:55.336+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5465,1,2025/03/03 15:45:00,21201168048,TRAFFIC,end,2562,2025/03/03 15:45:00,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:45:00,922,1,53144,80,0,0,0x1b,tcp,allow,2257,1047,1210,23,2025/03/03 15:43:55,50,any,,7477495945886697441,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,12,11,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:45:00.378+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
4708,1,2025/03/03 15:46:02,21201168048,TRAFFIC,end,2562,2025/03/03 15:46:02,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:46:02,1208,1,48680,80,0,0,0x1b,tcp,allow,1686,740,946,15,2025/03/03 15:45:17,30,any,,7477495945886698198,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,7,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:46:02.336+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
3168,1,2025/03/03 15:48:03,21201168048,TRAFFIC,end,2562,2025/03/03 15:48:03,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:48:03,2024,1,40996,80,0,0,0x1b,tcp,allow,1502,622,880,13,2025/03/03 15:47:17,31,any,,7477495945886699738,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,7,6,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:48:03.338+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5176,1,2025/03/03 15:45:16,21201168048,TRAFFIC,start,2562,2025/03/03 15:45:16,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:45:16,1233,1,48896,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:45:17,0,any,,7477495945886697730,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:45:16.892+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
3550,1,2025/03/03 15:47:32,21201168048,TRAFFIC,end,2562,2025/03/03 15:47:32,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:47:32,1747,1,45728,80,0,0,0x1b,tcp,allow,1687,741,946,15,2025/03/03 15:46:17,60,any,,7477495945886699356,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,7,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:47:32.336+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
418,1,2025/03/03 15:51:13,21201168048,TRAFFIC,end,2562,2025/03/03 15:51:13,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:51:13,3142,1,41674,80,0,0,0x1c,tcp,allow,3218,1738,1480,34,2025/03/03 15:49:16,102,any,,7477495945886702488,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,19,15,tcp-fin,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:51:13.336+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6701,1,2025/03/03 15:43:19,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:19,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:19,277,1,48842,80,0,0,0x1c,tcp,allow,5853,2986,2867,74,2025/03/03 15:42:33,31,any,,7477495945886696205,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,38,36,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:19.253+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5874,1,2025/03/03 15:43:55,21201168048,TRAFFIC,start,2562,2025/03/03 15:43:55,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:55,989,1,53752,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:43:55,0,any,,7477495945886697032,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:55.354+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5266,1,2025/03/03 15:45:02,21201168048,TRAFFIC,end,2562,2025/03/03 15:45:02,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:45:02,1102,1,51138,80,0,0,0x1c,tcp,allow,1565,678,887,14,2025/03/03 15:44:35,12,any,,7477495945886697640,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:45:02.381+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
2619,1,2025/03/03 15:49:14,21201168048,TRAFFIC,start,2562,2025/03/03 15:49:14,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:14,2503,1,35828,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:49:14,0,any,,7477495945886700287,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:14.690+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
4625,1,2025/03/03 15:46:02,21201168048,TRAFFIC,end,2562,2025/03/03 15:46:02,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:46:02,1206,1,48670,80,0,0,0x1b,tcp,allow,1686,740,946,15,2025/03/03 15:45:17,30,any,,7477495945886698281,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,7,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:46:02.380+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6582,1,2025/03/03 15:43:19,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:19,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:19,325,1,49232,80,0,0,0x1c,tcp,allow,5885,3018,2867,74,2025/03/03 15:42:33,31,any,,7477495945886696324,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,38,36,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:19.338+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
5458,1,2025/03/03 15:45:00,21201168048,TRAFFIC,end,2562,2025/03/03 15:45:00,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:45:00,892,1,52936,80,0,0,0x1b,tcp,allow,2260,1050,1210,23,2025/03/03 15:43:55,50,any,,7477495945886697448,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,12,11,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:45:00.378+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6624,1,2025/03/03 15:43:19,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:19,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:19,144,1,47636,80,0,0,0x1b,tcp,allow,5765,2905,2860,72,2025/03/03 15:42:33,31,any,,7477495945886696282,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,36,36,tcp-rst-from-server,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:19.337+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
6157,1,2025/03/03 15:43:24,21201168048,TRAFFIC,end,2562,2025/03/03 15:43:24,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:24,700,1,38110,80,0,0,0x1c,tcp,allow,1606,719,887,14,2025/03/03 15:43:07,1,any,,7477495945886696749,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,8,6,tcp-rst-from-client,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:24.139+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
1718,1,2025/03/03 15:49:35,21201168048,TRAFFIC,start,2562,2025/03/03 15:49:35,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:49:35,3512,1,42300,80,0,0,0x0,tcp,allow,433,359,74,4,2025/03/03 15:49:36,0,any,,7477495945886701188,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:49:36.107+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
7053,1,2025/03/03 15:43:07,21201168048,TRAFFIC,start,2562,2025/03/03 15:43:07,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:43:07,480,1,36026,80,0,0,0x0,tcp,allow,300,226,74,4,2025/03/03 15:43:07,0,any,,7477495945886695853,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:43:07.205+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
7470,1,2025/03/03 15:42:33,21201168048,TRAFFIC,start,2562,2025/03/03 15:42:33,192.168.11.36,192.168.10.13,,,untrunt to trust,,,web-browsing,vsys1,untrust,trust,ethernet1/4,ethernet1/3,,2025/03/03 15:42:33,63,1,46850,80,0,0,0x0,tcp,allow,301,227,74,4,2025/03/03 15:42:33,0,any,,7477495945886695436,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,,3,1,,0,0,0,0,,PA-440,from-policy,,,0,,0,,,0,0,0,0,2b55c61c-7fd6-490b-9c51-54b27dcd5ed2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-03T15:42:33.373+07:00,,,internet-utility,general-internet,browser-based,4,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,web-browsing,no,no,0
